question_id,question,label,source,source_id,domain,difficulty,is_synthetic,quality_score,classification_confidence,split
EMP26_000096,"When encountering detecting the entry cycle node in a directed graph with millions of vertices in an edge computing environment with limited memory and compute, in a live coding and problem-solving interview, how would you solve it to restore service level objectives (SLOs) without customer downtime?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_3324,Full Stack Development,Medium,True,0.887,0.977,train
EMP26_000097,"When encountering an exponential retry storm in an asynchronous queue that overwhelmed downstream backends within a high-concurrency WebSocket gateway handling 100k clients, how do you identify the underlying bottleneck and permanently fix it to ensure zero data loss and eliminate race condition anomalies?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_3365,Software Testing,Medium,True,0.934,0.929,train
EMP26_000098,"As a Architect leader in an engineering organization experiencing rapid hyper-growth and scaling pains, how have you successfully influenced colleagues without formal authority when mentoring an underperforming engineer and turning them into an independent contributor to eliminate recurring operational firefighting and technical burnout?",Leadership,SyntheticAugmentation,SYNTH_LEAD_6812,Embedded Systems,Medium,True,0.943,0.957,train
EMP26_000099,"When operating under continuous memory pressure and heap fragmentation, how do modern enterprise database engines implement database checkpointing mechanisms and dirty buffer flushing to maintain high availability during sudden node partitions?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_4830,Database Engineering,Hard,True,0.955,0.978,train
EMP26_000100,"What strategies do you use as a technical leader to establishing objective, bias-free technical evaluation criteria for engineering hiring in a high-growth venture-backed tech startup to align engineering roadmaps with broader corporate business objectives?",Leadership,SyntheticAugmentation,SYNTH_LEAD_2474,Data Science,Medium,True,0.967,0.916,train
EMP26_000101,"As a Architect leader during a critical Black Friday flash-sale preparation cycle, how do you foster team psychological safety and ownership when mentoring a junior developer into an independent technical contributor within six months to foster cross-functional respect and seamless stakeholder collaboration?",Leadership,SyntheticAugmentation,SYNTH_LEAD_8966,DevOps,Hard,True,0.883,0.954,train
EMP26_000102,"As a Lead Database Engineering specialist, can you explain the key failure modes and performance considerations when optimizing analytical aggregations on columnar data stores like ClickHouse, DuckDB, or Snowflake in an enterprise production environment to guarantee zero downtime and seamless failover?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_6806,Database Engineering,Medium,True,0.946,0.956,train
EMP26_000103,"As a Lead leader across a fully distributed remote squad spanning multiple continents, how do you maintain high team velocity and morale while establishing objective, bias-free technical evaluation criteria for engineering hiring to build high trust, psychological safety, and accountability across the team?",Leadership,SyntheticAugmentation,SYNTH_LEAD_1249,Frontend Development,Hard,True,0.898,0.944,train
EMP26_000104,"When operating in high-throughput distributed microservice clusters, what algorithms and data structures form the backbone of data structure padding, struct alignment, and false sharing to prevent thread lock contention and scheduler overhead?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_2669,Machine Learning,Medium,True,0.919,0.923,train
EMP26_000105,"When during an architectural design review (RFC) presentation, describe how you handle pushback when advocating for the architectural trade-offs between managed cloud services and custom self-hosted stacks to enterprise customer success directors?",Communication,SyntheticAugmentation,SYNTH_COMM_6812,Data Science,Hard,True,0.95,0.926,train
EMP26_000106,"When operating under continuous memory pressure and heap fragmentation, how does the network transport stack manage B-tree, B+tree, and LSM-tree index page splits to scale efficiently across distributed cluster partitions?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_3299,Database Engineering,Hard,True,0.896,0.937,train
EMP26_000107,Can you explain the key failure modes and performance considerations when implementing a thread-safe bare-metal circular ring buffer for asynchronous high-speed UART/SPI within a zero-trust multi-cloud infrastructure to prevent memory leaks and operational bottlenecks?,Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_9654,Embedded Systems,Medium,True,0.971,0.952,train
EMP26_000108,For a Architect engineering position: How do storage engines prevent data corruption in generational garbage collection and concurrent mark-sweep phases within latency-critical financial trading applications to prevent CPU cache line invalidation and false sharing?,Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_2762,Frontend Development,Medium,True,0.979,0.936,train
EMP26_000109,Tell me about a time you had to explain the architectural necessity of why automated end-to-end testing suites require dedicated sprint capacity to customer support leads handling end-user escalations during an annual infrastructure budget planning cycle?,Communication,SyntheticAugmentation,SYNTH_COMM_6299,Full Stack Development,Medium,True,0.967,0.915,train
EMP26_000110,"As a Lead Full Stack Development engineer, describe how you handle pushback when advocating for why an urgent feature request must be rescoped to prevent catastrophic platform downtime to security compliance auditors and legal counsel while mediating a technical disagreement between team leads?",Communication,SyntheticAugmentation,SYNTH_COMM_2155,Full Stack Development,Hard,True,0.961,0.951,train
EMP26_000111,"When operating under high-concurrency and strict SLA constraints, can you explain the key failure modes and performance considerations when architecting multi-module mobile applications enforcing clean separation of concerns to maximize throughput and minimize p99 latency?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_7896,Mobile Development,Medium,True,0.966,0.957,train
EMP26_000112,"As a Principal leader when operating under strict SOC2, HIPAA, and GDPR regulatory audits, tell me about an ambitious engineering initiative you spearheaded to mentoring a junior developer into an independent technical contributor within six months to deliver mission-critical software milestones on schedule and within budget?",Leadership,SyntheticAugmentation,SYNTH_LEAD_7436,Mobile Development,Medium,True,0.973,0.984,train
EMP26_000113,"When encountering a cache stampede where simultaneous expiration of hot keys overwhelmed master databases within a high-volume payment processing distributed pipeline, what metrics and performance indicators would alert you to it to ensure zero data loss and eliminate race condition anomalies?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_10194,Backend Development,Hard,True,0.907,0.933,train
EMP26_000114,"When encountering a recurring OOMKilled crash loop in a production Kubernetes pod during a zero-downtime rolling database schema migration, what telemetry, logs, and profiling tools would you inspect to isolate it to reduce p99 response times back under fifty milliseconds?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_8445,Database Engineering,Medium,True,0.965,0.923,train
EMP26_000115,What metrics and performance indicators would alert you to a subtle race condition corrupting user financial balances during concurrent updates in a multi-tenant SaaS application with shared database tables to prevent database master node exhaustion and lock contention?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_5970,Frontend Development,Hard,True,0.955,0.935,train
EMP26_000116,In an advanced troubleshooting interview: How do you balance immediate incident mitigation with rigorous investigation of an algorithmic bottleneck where query execution scales quadratically O(n^2) within a low-latency gRPC inter-service communication mesh to restore service level objectives (SLOs) without customer downtime?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_7774,Full Stack Development,Medium,True,0.911,0.923,train
